CCOMP96,CCOMP04,REG96A04,MODIF96A04,CODLOC_96,CODLOC_04
1001013001,1001013001,0,SIN MODIFICACION,10320,10320
1001013002,1001013002,0,SIN MODIFICACION,10320,10320
1001013003,1001013003,0,SIN MODIFICACION,10320,10320
1001013004,1001013004,0,SIN MODIFICACION,10320,10320
1001013005,1001013005,0,SIN MODIFICACION,10320,10320
1001013006,1001013006,0,SIN MODIFICACION,10320,10320
1001013007,1001013007,0,SIN MODIFICACION,10320,10320
1001013008,1001013008,0,SIN MODIFICACION,10320,10320
1001013009,1001013009,0,SIN MODIFICACION,10320,10320
1001013010,1001013010,0,SIN MODIFICACION,10320,10320
1001013011,1001013011,0,SIN MODIFICACION,10320,10320
1001013012,1001013012,0,SIN MODIFICACION,10320,10320
1001013013,1001013013,0,SIN MODIFICACION,10320,10320
1001013014,1001013014,0,SIN MODIFICACION,10320,10320
1001013015,1001013015,0,SIN MODIFICACION,10320,10320
1001013016,1001013016,0,SIN MODIFICACION,10320,10320
1001013017,1001013017,0,SIN MODIFICACION,10320,10320
1001013018,1001013018,0,SIN MODIFICACION,10320,10320
1001014001,1001014001,0,SIN MODIFICACION,10320,10320
1001014002,1001014002,0,SIN MODIFICACION,10320,10320
1001014003,1001014003,0,SIN MODIFICACION,10320,10320
1001014004,1001014004,0,SIN MODIFICACION,10320,10320
1001014005,1001014005,0,SIN MODIFICACION,10320,10320
1001014006,1001014006,0,SIN MODIFICACION,10320,10320
1001014007,1001014007,0,SIN MODIFICACION,10320,10320
1001014008,1001014008,0,SIN MODIFICACION,10320,10320
1001014009,1001014009,0,SIN MODIFICACION,10320,10320
1001014010,1001014010,0,SIN MODIFICACION,10320,10320
1001014011,1001014011,0,SIN MODIFICACION,10320,10320
1001014012,1001014012,0,SIN MODIFICACION,10320,10320
1001014013,1001014013,0,SIN MODIFICACION,10320,10320
1001014014,1001014014,0,SIN MODIFICACION,10320,10320
1001014015,1001014015,0,SIN MODIFICACION,10320,10320
1001018001,1001018001,0,SIN MODIFICACION,10320,10320
1001018002,1001018002,0,SIN MODIFICACION,10320,10320
1001018003,1001018003,0,SIN MODIFICACION,10320,10320
1001018004,1001018004,0,SIN MODIFICACION,10320,10320
1001018005,1001018005,0,SIN MODIFICACION,10320,10320
1001018006,1001018006,0,SIN MODIFICACION,10320,10320
1001018007,1001018007,0,SIN MODIFICACION,10320,10320
1001018008,1001018008,0,SIN MODIFICACION,10320,10320
1001018009,1001018009,0,SIN MODIFICACION,10320,10320
1001018010,1001018010,0,SIN MODIFICACION,10320,10320
1001018011,1001018011,0,SIN MODIFICACION,10320,10320
1001018012,1001018012,0,SIN MODIFICACION,10320,10320
1001018013,1001018013,0,SIN MODIFICACION,10320,10320
1001018014,1001018014,0,SIN MODIFICACION,10320,10320
1001018015,1001018015,0,SIN MODIFICACION,10320,10320
1001018500,1001018500,0,SIN MODIFICACION,10320,10320
1001018501,1001018501,0,SIN MODIFICACION,10320,10320
1001018502,1001018502,0,SIN MODIFICACION,10320,10320
1001019001,1001019001,0,SIN MODIFICACION,10320,10320
1001019002,1001019002,0,SIN MODIFICACION,10320,10320
1001019003,1001019003,0,SIN MODIFICACION,10320,10320
1001019004,1001019004,0,SIN MODIFICACION,10320,10320
1001019005,1001019005,0,SIN MODIFICACION,10320,10320
1001019006,1001019006,0,SIN MODIFICACION,10320,10320
1001019007,1001019007,0,SIN MODIFICACION,10320,10320
1001019008,1001019008,0,SIN MODIFICACION,10320,10320
1001019009,1001019009,0,SIN MODIFICACION,10320,10320
1001019010,1001019010,0,SIN MODIFICACION,10320,10320
1001019011,1001019011,0,SIN MODIFICACION,10320,10320
1001019012,1001019012,0,SIN MODIFICACION,10320,10320
1001019013,1001019013,0,SIN MODIFICACION,10320,10320
1001019014,1001019014,0,SIN MODIFICACION,10320,10320
1001019015,1001019015,0,SIN MODIFICACION,10320,10320
1001021001,1001021001,0,SIN MODIFICACION,10320,10320
1001021002,1001021002,0,SIN MODIFICACION,10320,10320
1001021003,1001021003,0,SIN MODIFICACION,10320,10320
1001021004,1001021004,0,SIN MODIFICACION,10320,10320
1001021005,1001021005,0,SIN MODIFICACION,10320,10320
1001021006,1001021006,0,SIN MODIFICACION,10320,10320
1001021007,1001021007,0,SIN MODIFICACION,10320,10320
1001021008,1001021008,0,SIN MODIFICACION,10320,10320
1001021009,1001021009,0,SIN MODIFICACION,10320,10320
1001021010,1001021010,0,SIN MODIFICACION,10320,10320
1001021011,1001021011,0,SIN MODIFICACION,10320,10320
1001021012,1001021012,0,SIN MODIFICACION,10320,10320
1001021013,1001021013,0,SIN MODIFICACION,10320,10320
1001021014,1001021014,0,SIN MODIFICACION,10320,10320
1001021015,1001021015,0,SIN MODIFICACION,10320,10320
1001022001,1001022001,0,SIN MODIFICACION,10320,10320
1001022002,1001022002,0,SIN MODIFICACION,10320,10320
1001022003,1001022003,0,SIN MODIFICACION,10320,10320
1001022004,1001022004,0,SIN MODIFICACION,10320,10320
1001022005,1001022005,0,SIN MODIFICACION,10320,10320
1001022006,1001022006,0,SIN MODIFICACION,10320,10320
1001022007,1001022007,0,SIN MODIFICACION,10320,10320
1001022008,1001022008,0,SIN MODIFICACION,10320,10320
1001022009,1001022009,0,SIN MODIFICACION,10320,10320
1001022010,1001022010,0,SIN MODIFICACION,10320,10320
1001022011,1001022011,0,SIN MODIFICACION,10320,10320
1001022012,1001022012,0,SIN MODIFICACION,10320,10320
1001022013,1001022013,0,SIN MODIFICACION,10320,10320
1001022014,1001022014,0,SIN MODIFICACION,10320,10320
1001022015,1001022015,0,SIN MODIFICACION,10320,10320
1001022400,1001022400,0,SIN MODIFICACION,10320,10320
1001022500,1001022500,0,SIN MODIFICACION,10320,10320
1001022501,1001022501,0,SIN MODIFICACION,10320,10320
1001023001,1001023001,0,SIN MODIFICACION,10320,10320
1001023002,1001023002,0,SIN MODIFICACION,10320,10320
1001023003,1001023003,0,SIN MODIFICACION,10320,10320
1001023004,1001023004,0,SIN MODIFICACION,10320,10320
1001023005,1001023005,0,SIN MODIFICACION,10320,10320
1001023006,1001023006,0,SIN MODIFICACION,10320,10320
1001023007,1001023007,0,SIN MODIFICACION,10320,10320
1001023008,1001023008,0,SIN MODIFICACION,10320,10320
1001023009,1001023009,0,SIN MODIFICACION,10320,10320
1001023010,1001023010,0,SIN MODIFICACION,10320,10320
1001023011,1001023011,0,SIN MODIFICACION,10320,10320
1001023012,1001023012,0,SIN MODIFICACION,10320,10320
1001023013,1001023013,0,SIN MODIFICACION,10320,10320
1001023014,1001023014,0,SIN MODIFICACION,10320,10320
1001023015,1001023015,0,SIN MODIFICACION,10320,10320
1001023500,1001023500,0,SIN MODIFICACION,10320,10320
1001023501,1001023501,0,SIN MODIFICACION,10320,10320
1001023502,1001023502,0,SIN MODIFICACION,10320,10320
1001024001,1001024001,0,SIN MODIFICACION,10320,10320
1001024002,1001024002,0,SIN MODIFICACION,10320,10320
1001024003,1001024003,0,SIN MODIFICACION,10320,10320
1001024004,1001024004,0,SIN MODIFICACION,10320,10320
1001024005,1001024005,0,SIN MODIFICACION,10320,10320
1001024006,1001024006,0,SIN MODIFICACION,10320,10320
1001024007,1001024007,0,SIN MODIFICACION,10320,10320
1001024008,1001024008,0,SIN MODIFICACION,10320,10320
1001024009,1001024009,0,SIN MODIFICACION,10320,10320
1001024010,1001024010,0,SIN MODIFICACION,10320,10320
1001024011,1001024011,0,SIN MODIFICACION,10320,10320
1001024012,1001024012,0,SIN MODIFICACION,10320,10320
1001025001,1001025001,0,SIN MODIFICACION,10320,10320
1001025003,1001025003,0,SIN MODIFICACION,10320,10320
1001025004,1001025004,0,SIN MODIFICACION,10320,10320
1001025005,1001025005,0,SIN MODIFICACION,10320,10320
1001025006,1001025006,0,SIN MODIFICACION,10320,10320
1001025007,1001025007,0,SIN MODIFICACION,10320,10320
1001025008,1001025008,0,SIN MODIFICACION,10320,10320
1001025009,1001025009,0,SIN MODIFICACION,10320,10320
1001025010,1001025010,0,SIN MODIFICACION,10320,10320
1001025011,1001025011,0,SIN MODIFICACION,10320,10320
1001025012,1001025012,0,SIN MODIFICACION,10320,10320
1001025013,1001025013,0,SIN MODIFICACION,10320,10320
1001025014,1001025014,0,SIN MODIFICACION,10320,10320
1001025015,1001025015,0,SIN MODIFICACION,10320,10320
1001025016,1001025016,0,SIN MODIFICACION,10320,10320
1001025017,1001025017,0,SIN MODIFICACION,10320,10320
1001025018,1001025018,0,SIN MODIFICACION,10320,10320
1001025019,1001025019,0,SIN MODIFICACION,10320,10320
1001025020,1001025020,0,SIN MODIFICACION,10320,10320
1001025021,1001025021,0,SIN MODIFICACION,10320,10320
1001025022,1001025022,0,SIN MODIFICACION,10320,10320
1001025023,1001025023,0,SIN MODIFICACION,10320,10320
1001026001,1001026001,0,SIN MODIFICACION,10320,10320
1001026002,1001026002,0,SIN MODIFICACION,10320,10320
1001026003,1001026003,0,SIN MODIFICACION,10320,10320
1001026004,1001026004,0,SIN MODIFICACION,10320,10320
1001026005,1001026005,0,SIN MODIFICACION,10320,10320
1001026006,1001026006,0,SIN MODIFICACION,10320,10320
1001026007,1001026007,0,SIN MODIFICACION,10320,10320
1001026008,1001026008,0,SIN MODIFICACION,10320,10320
1001026009,1001026009,0,SIN MODIFICACION,10320,10320
1001026010,1001026010,0,SIN MODIFICACION,10320,10320
1001026011,1001026011,0,SIN MODIFICACION,10320,10320
1001038002,1001038002,0,SIN MODIFICACION,10320,10320
1001038003,1001038003,0,SIN MODIFICACION,10320,10320
1001038004,1001038004,0,SIN MODIFICACION,10320,10320
1001038005,1001038005,0,SIN MODIFICACION,10320,10320
1001038006,1001038006,0,SIN MODIFICACION,10320,10320
1001038007,1001038007,0,SIN MODIFICACION,10320,10320
1001038008,1001038008,0,SIN MODIFICACION,10320,10320
1001038009,1001038009,0,SIN MODIFICACION,10320,10320
1001038010,1001038010,0,SIN MODIFICACION,10320,10320
1001038011,1001038011,0,SIN MODIFICACION,10320,10320
1001038012,1001038012,0,SIN MODIFICACION,10320,10320
1001038013,1001038013,0,SIN MODIFICACION,10320,10320
1001038014,1001038014,0,SIN MODIFICACION,10320,10320
1001038015,1001038015,0,SIN MODIFICACION,10320,10320
1001038016,1001038016,0,SIN MODIFICACION,10320,10320
1001038017,1001038017,0,SIN MODIFICACION,10320,10320
1001038019,1001038019,0,SIN MODIFICACION,10320,10320
1001038900,1001038800,1,PARTICION,10320,10320
1001038001,1001038801,1,PARTICION,10320,10320
1001038900,1001038802,1,PARTICION,10320,10320
1001038001,1001038803,1,PARTICION,10320,10320
1001038018,1001038804,1,PARTICION,10320,10320
1001038018,1001038805,1,PARTICION,10320,10320
1001044001,1001044001,0,SIN MODIFICACION,10320,10320
1001044002,1001044002,0,SIN MODIFICACION,10320,10320
1001044003,1001044003,0,SIN MODIFICACION,10320,10320
1001044004,1001044004,0,SIN MODIFICACION,10320,10320
1001044005,1001044005,0,SIN MODIFICACION,10320,10320
1001044006,1001044006,0,SIN MODIFICACION,10320,10320
1001044007,1001044007,0,SIN MODIFICACION,10320,10320
1001044008,1001044008,0,SIN MODIFICACION,10320,10320
1001044010,1001044010,0,SIN MODIFICACION,10320,10320
1001044012,1001044012,0,SIN MODIFICACION,10320,10320
1001044013,1001044013,0,SIN MODIFICACION,10320,10320
1001044014,1001044014,0,SIN MODIFICACION,10320,10320
1001044015,1001044015,0,SIN MODIFICACION,10320,10320
1001044016,1001044016,0,SIN MODIFICACION,10320,10320
1001044017,1001044017,0,SIN MODIFICACION,10320,10320
1001044018,1001044018,0,SIN MODIFICACION,10320,10320
1001044019,1001044019,0,SIN MODIFICACION,10320,10320
1001044020,1001044020,0,SIN MODIFICACION,10320,10320
1001044021,1001044021,0,SIN MODIFICACION,10320,10320
1001044022,1001044022,0,SIN MODIFICACION,10320,10320
1001044500,1001044500,0,SIN MODIFICACION,10320,10320
1001044009,1001044800,1,PARTICION,10320,10320
1001044009,1001044801,1,PARTICION,10320,10320
1001044009,1001044802,1,PARTICION,10320,10320
1001044011,1001044803,1,PARTICION,10320,10320
1001044011,1001044804,1,PARTICION,10320,10320
1001045002,1001045002,0,SIN MODIFICACION,10320,10320
1001045003,1001045003,0,SIN MODIFICACION,10320,10320
1001045004,1001045004,0,SIN MODIFICACION,10320,10320
1001045005,1001045005,0,SIN MODIFICACION,10320,10320
1001045006,1001045006,0,SIN MODIFICACION,10320,10320
1001045007,1001045007,0,SIN MODIFICACION,10320,10320
1001045008,1001045008,0,SIN MODIFICACION,10320,10320
1001045011,1001045011,0,SIN MODIFICACION,10320,10320
1001045012,1001045012,0,SIN MODIFICACION,10320,10320
1001045013,1001045013,0,SIN MODIFICACION,10320,10320
1001045014,1001045014,0,SIN MODIFICACION,10320,10320
1001045015,1001045015,0,SIN MODIFICACION,10320,10320
1001045016,1001045016,0,SIN MODIFICACION,10320,10320
1001045017,1001045017,0,SIN MODIFICACION,10320,10320
1001045018,1001045018,0,SIN MODIFICACION,10320,10320
1001045019,1001045019,0,SIN MODIFICACION,10320,10320
1001045020,1001045020,0,SIN MODIFICACION,10320,10320
1001045021,1001045021,0,SIN MODIFICACION,10320,10320
1001045022,1001045022,0,SIN MODIFICACION,10320,10320
1001045025,1001045025,0,SIN MODIFICACION,10320,10320
1001045024,1001045800,1,PARTICION,10320,10320
1001045024,1001045801,1,PARTICION,10320,10320
1001045024,1001045802,1,PARTICION,10320,10320
1001045009,1001045803,1,PARTICION,10320,10320
1001045009,1001045804,1,PARTICION,10320,10320
1001045001,1001045805,1,PARTICION,10320,10320
1001045001,1001045806,1,PARTICION,10320,10320
1001046001,1001046001,0,SIN MODIFICACION,10320,10320
1001046002,1001046002,0,SIN MODIFICACION,10320,10320
1001046003,1001046003,0,SIN MODIFICACION,10320,10320
1001046004,1001046004,0,SIN MODIFICACION,10320,10320
1001046005,1001046005,0,SIN MODIFICACION,10320,10320
1001046006,1001046006,0,SIN MODIFICACION,10320,10320
1001046007,1001046007,0,SIN MODIFICACION,10320,10320
1001046008,1001046008,0,SIN MODIFICACION,10320,10320
1001046009,1001046009,0,SIN MODIFICACION,10320,10320
1001046010,1001046010,0,SIN MODIFICACION,10320,10320
1001046011,1001046011,0,SIN MODIFICACION,10320,10320
1001046012,1001046012,0,SIN MODIFICACION,10320,10320
1001046013,1001046013,0,SIN MODIFICACION,10320,10320
1001046014,1001046014,0,SIN MODIFICACION,10320,10320
1001046015,1001046015,0,SIN MODIFICACION,10320,10320
1001046016,1001046016,0,SIN MODIFICACION,10320,10320
1001046017,1001046017,0,SIN MODIFICACION,10320,10320
1001046018,1001046018,0,SIN MODIFICACION,10320,10320
1001046019,1001046019,0,SIN MODIFICACION,10320,10320
1001046020,1001046020,0,SIN MODIFICACION,10320,10320
1001046021,1001046021,0,SIN MODIFICACION,10320,10320
1001046400,1001046400,0,SIN MODIFICACION,10320,10320
1001046500,1001046500,0,SIN MODIFICACION,10320,10320
1001117031,1001117031,0,SIN MODIFICACION,10320,10320
1001117032,1001117032,0,SIN MODIFICACION,10320,10320
1001117033,1001117033,0,SIN MODIFICACION,10320,10320
1001117034,1001117034,0,SIN MODIFICACION,10320,10320
1001117035,1001117035,0,SIN MODIFICACION,10320,10320
1001117036,1001117036,0,SIN MODIFICACION,10320,10320
1001117037,1001117037,0,SIN MODIFICACION,10320,10320
1001117038,1001117038,0,SIN MODIFICACION,10320,10320
1001117039,1001117039,0,SIN MODIFICACION,10320,10320
1001117040,1001117040,0,SIN MODIFICACION,10320,10320
1001117041,1001117041,0,SIN MODIFICACION,10320,10320
1001117043,1001117043,0,SIN MODIFICACION,10320,10320
1001117045,1001117045,0,SIN MODIFICACION,10320,10320
1001117046,1001117046,0,SIN MODIFICACION,10320,10320
1001117042,1001117500,1,PARTICION,10320,10320
1001117044,1001117800,1,PARTICION,10320,10320
1001117044,1001117801,1,PARTICION,10320,10320
1001117044,1001117802,1,PARTICION,10320,10320
1001117042,1001117803,1,PARTICION,10320,10320
1001120034,1001120034,0,SIN MODIFICACION,10320,10320
1001120035,1001120035,0,SIN MODIFICACION,10320,10320
1001120036,1001120036,0,SIN MODIFICACION,10320,10320
1001120037,1001120037,0,SIN MODIFICACION,10320,10320
1001120038,1001120038,0,SIN MODIFICACION,10320,10320
1001120039,1001120039,0,SIN MODIFICACION,10320,10320
1001120040,1001120040,0,SIN MODIFICACION,10320,10320
1001120041,1001120041,0,SIN MODIFICACION,10320,10320
1001120042,1001120042,0,SIN MODIFICACION,10320,10320
1001120043,1001120043,0,SIN MODIFICACION,10320,10320
1001120044,1001120044,0,SIN MODIFICACION,10320,10320
1001120045,1001120045,0,SIN MODIFICACION,10320,10320
1001120046,1001120046,0,SIN MODIFICACION,10320,10320
1001120047,1001120047,0,SIN MODIFICACION,10320,10320
1001120048,1001120048,0,SIN MODIFICACION,10320,10320
1001120049,1001120049,0,SIN MODIFICACION,10320,10320
1001120050,1001120050,0,SIN MODIFICACION,10320,10320
1001120505,1001120505,0,SIN MODIFICACION,10320,10320
1001127001,1001127001,0,SIN MODIFICACION,10320,10320
1001127002,1001127002,0,SIN MODIFICACION,10320,10320
1001127003,1001127003,0,SIN MODIFICACION,10320,10320
1001127012,1001127012,0,SIN MODIFICACION,10320,10320
1001127013,1001127013,0,SIN MODIFICACION,10320,10320
1001127014,1001127014,0,SIN MODIFICACION,10320,10320
1001127015,1001127015,0,SIN MODIFICACION,10320,10320
1001127016,1001127016,0,SIN MODIFICACION,10320,10320
1001127017,1001127017,0,SIN MODIFICACION,10320,10320
1001127018,1001127018,0,SIN MODIFICACION,10320,10320
1001130002,1001130800,1,PARTICION,10900,10320
1001130002,1001130801,1,PARTICION,10900,10320
1001130002,1001130802,1,PARTICION,10900,10320
1001130002,1001130803,1,PARTICION,10900,10320
1001130002,1001130804,1,PARTICION,10900,10320
1001130002,1001130805,1,PARTICION,10900,10320
1001130002,1001130807,1,PARTICION,10900,10320
1001139036,1001139036,0,SIN MODIFICACION,10320,10320
1001139038,1001139038,0,SIN MODIFICACION,10320,10320
1001139039,1001139039,0,SIN MODIFICACION,10320,10320
1001139040,1001139040,0,SIN MODIFICACION,10320,10320
1001139041,1001139041,0,SIN MODIFICACION,10320,10320
1001139042,1001139042,0,SIN MODIFICACION,10320,10320
1001139043,1001139043,0,SIN MODIFICACION,10320,10320
1001139044,1001139044,0,SIN MODIFICACION,10320,10320
1001139046,1001139046,0,SIN MODIFICACION,10320,10320
1001139047,1001139047,0,SIN MODIFICACION,10320,10320
1001130002,1001139049,1,PARTICION,10900,10320
1001130002,1001139050,1,PARTICION,10900,10320
1001130002,1001139051,1,PARTICION,10900,10320
1001130002,1001139052,1,PARTICION,10900,10320
1001130002,1001139053,1,PARTICION,10900,10320
1001130002,1001139054,1,PARTICION,10900,10320
1001130002,1001139055,1,PARTICION,10900,10320
1001130002,1001139056,1,PARTICION,10900,10320
1001130002,1001139057,1,PARTICION,10900,10320
1001130002,1001139058,1,PARTICION,10900,10320
1001130002,1001139059,1,PARTICION,10900,10320
1001130002,1001139060,1,PARTICION,10900,10320
1001130002,1001139061,1,PARTICION,10900,10320
1001139048,1001139062,1,PARTICION,10320,10320
1001139048,1001139063,1,PARTICION,10320,10320
1001139504,1001139504,0,SIN MODIFICACION,10320,10320
1001139505,1001139505,0,SIN MODIFICACION,10320,10320
1001139506,1001139506,0,SIN MODIFICACION,10320,10320
1001139509,1001139509,0,SIN MODIFICACION,10320,10320
1001139510,1001139510,0,SIN MODIFICACION,10320,10320
1001140016,1001140016,0,SIN MODIFICACION,10320,10320
1001140017,1001140017,0,SIN MODIFICACION,10320,10320
1001140018,1001140018,0,SIN MODIFICACION,10320,10320
1001140019,1001140019,0,SIN MODIFICACION,10320,10320
1001140020,1001140020,0,SIN MODIFICACION,10320,10320
1001140021,1001140021,0,SIN MODIFICACION,10320,10320
1001143019,1001143019,0,SIN MODIFICACION,10320,10320
1001143020,1001143020,0,SIN MODIFICACION,10320,10320
1001143021,1001143021,0,SIN MODIFICACION,10320,10320
1001143022,1001143022,0,SIN MODIFICACION,10320,10320
1001143023,1001143023,0,SIN MODIFICACION,10320,10320
1001143024,1001143024,0,SIN MODIFICACION,10320,10320
1001143025,1001143025,0,SIN MODIFICACION,10320,10320
1001143026,1001143026,0,SIN MODIFICACION,10320,10320
1001143028,1001143028,0,SIN MODIFICACION,10320,10320
1001143029,1001143029,0,SIN MODIFICACION,10320,10320
1001143030,1001143030,0,SIN MODIFICACION,10320,10320
1001143031,1001143031,0,SIN MODIFICACION,10320,10320
1001143032,1001143032,0,SIN MODIFICACION,10320,10320
1001143033,1001143033,1,PARTICION,10320,10320
1001143039,1001143039,0,SIN MODIFICACION,10320,10320
1001130001,1001130808,1,PARTICION,10900,10900
1001143027,1001143801,1,PARTICION,10320,10320
1001143027,1001143802,1,PARTICION,10320,10320
1001143027,1001143803,1,PARTICION,10320,10320
1001217006,1001217006,0,SIN MODIFICACION,10320,10320
1001217007,1001217007,0,SIN MODIFICACION,10320,10320
1001217018,1001217018,0,SIN MODIFICACION,10320,10320
1001217019,1001217019,0,SIN MODIFICACION,10320,10320
1001217022,1001217022,0,SIN MODIFICACION,10320,10320
1001217023,1001217023,0,SIN MODIFICACION,10320,10320
1001217024,1001217024,0,SIN MODIFICACION,10320,10320
1001217025,1001217025,0,SIN MODIFICACION,10320,10320
1001217027,1001217027,0,SIN MODIFICACION,10320,10320
1001217028,1001217028,0,SIN MODIFICACION,10320,10320
1001217029,1001217029,0,SIN MODIFICACION,10320,10320
1001217030,1001217030,0,SIN MODIFICACION,10320,10320
1001217020,1001217031,1,PARTICION,10320,10320
1001217021,1001217032,1,PARTICION,10320,10320
1001217021,1001217033,1,PARTICION,10320,10320
1001217020,1001217034,1,PARTICION,10320,10320
1001217026,1001217800,1,PARTICION,10320,10320
1001217026,1001217801,1,PARTICION,10320,10320
1001220017,1001220017,0,SIN MODIFICACION,10320,10320
1001220018,1001220018,0,SIN MODIFICACION,10320,10320
1001220019,1001220019,0,SIN MODIFICACION,10320,10320
1001220020,1001220020,0,SIN MODIFICACION,10320,10320
1001220021,1001220021,0,SIN MODIFICACION,10320,10320
1001220022,1001220022,0,SIN MODIFICACION,10320,10320
1001220023,1001220023,0,SIN MODIFICACION,10320,10320
1001220024,1001220024,0,SIN MODIFICACION,10320,10320
1001220025,1001220025,0,SIN MODIFICACION,10320,10320
1001220026,1001220026,0,SIN MODIFICACION,10320,10320
1001220027,1001220027,0,SIN MODIFICACION,10320,10320
1001220028,1001220028,0,SIN MODIFICACION,10320,10320
1001220029,1001220029,0,SIN MODIFICACION,10320,10320
1001220030,1001220030,0,SIN MODIFICACION,10320,10320
1001220031,1001220031,0,SIN MODIFICACION,10320,10320
1001220032,1001220032,0,SIN MODIFICACION,10320,10320
1001220033,1001220033,0,SIN MODIFICACION,10320,10320
1001227004,1001227004,0,SIN MODIFICACION,10320,10320
1001227005,1001227005,0,SIN MODIFICACION,10320,10320
1001227006,1001227006,0,SIN MODIFICACION,10320,10320
1001227007,1001227007,0,SIN MODIFICACION,10320,10320
1001227008,1001227008,0,SIN MODIFICACION,10320,10320
1001227009,1001227009,0,SIN MODIFICACION,10320,10320
1001227010,1001227010,0,SIN MODIFICACION,10320,10320
1001227011,1001227011,0,SIN MODIFICACION,10320,10320
1001227019,1001227019,0,SIN MODIFICACION,10320,10320
1001227021,1001227021,0,SIN MODIFICACION,10320,10320
1001227022,1001227022,0,SIN MODIFICACION,10320,10320
1001227023,1001227023,0,SIN MODIFICACION,10320,10320
1001227024,1001227024,0,SIN MODIFICACION,10320,10320
1001227025,1001227025,0,SIN MODIFICACION,10320,10320
1001227026,1001227026,0,SIN MODIFICACION,10320,10320
1001227027,1001227027,0,SIN MODIFICACION,10320,10320
1001227028,1001227028,0,SIN MODIFICACION,10320,10320
1001227020,1001227500,1,PARTICION,10320,10320
1001227020,1001227800,1,PARTICION,10320,10320
1001229018,1001229018,0,SIN MODIFICACION,10320,10320
1001129006,1001229019,1,PARTICION,10900,10320
1001129006,1001229020,1,PARTICION,10900,10320
1001129006,1001229021,1,PARTICION,10900,10320
1001129006,1001229022,1,PARTICION,10900,10320
1001129006,1001229023,1,PARTICION,10900,10320
1001129006,1001229024,1,PARTICION,10900,10320
1001129006,1001229025,1,PARTICION,10900,10320
1001129006,1001229026,1,PARTICION,10900,10320
1001129006,1001229027,1,PARTICION,10900,10320
1001129006,1001229028,1,PARTICION,10900,10320
1001129006,1001229029,1,PARTICION,10900,10320
1001129006,1001229030,1,PARTICION,10900,10320
1001129006,1001229031,1,PARTICION,10900,10320
1001129006,1001229032,1,PARTICION,10900,10320
1001229011,1001229033,1,PARTICION,10320,10320
1001229011,1001229034,1,PARTICION,10320,10320
1001229012,1001229035,1,PARTICION,10320,10320
1001229012,1001229036,1,PARTICION,10320,10320
1001229012,1001229037,1,PARTICION,10320,10320
1001229010,1001229038,1,PARTICION,10320,10320
1001229008,1001229040,0,SIN MODIFICACION,10320,10320
1001129006,1001229401,1,PARTICION,10900,10320
1001229017,1001229800,1,PARTICION,10320,10320
1001229017,1001229801,1,PARTICION,10320,10320
1001229017,1001229802,1,PARTICION,10320,10320
1001229017,1001229803,1,PARTICION,10320,10320
1001229017,1001229804,1,PARTICION,10320,10320
1001229017,1001229805,1,PARTICION,10320,10320
1001229013,1001229806,1,PARTICION,10320,10320
1001229013,1001229807,1,PARTICION,10320,10320
1001229013,1001229808,1,PARTICION,10320,10320
1001229013,1001229809,1,PARTICION,10320,10320
1001229013,1001229810,1,PARTICION,10320,10320
1001229013,1001229811,1,PARTICION,10320,10320
1001229013,1001229812,1,PARTICION,10320,10320
1001229014,1001229813,1,PARTICION,10320,10320
1001229014,1001229814,1,PARTICION,10320,10320
1001229014,1001229815,1,PARTICION,10320,10320
1001229014,1001229816,1,PARTICION,10320,10320
1001229015,1001229817,1,PARTICION,10320,10320
1001229015,1001229818,1,PARTICION,10320,10320
1001229016,1001229819,1,PARTICION,10320,10320
1001229016,1001229820,1,PARTICION,10320,10320
1001229007,1001229822,1,PARTICION,10320,10320
1001229007,1001229823,1,PARTICION,10320,10320
1001229007,1001229824,1,PARTICION,10320,10320
1001229007,1001229825,1,PARTICION,10320,10320
1001229010,1001229828,1,PARTICION,10320,10320
1001229010,1001229830,1,PARTICION,10320,10320
1001230001,1001230001,0,SIN MODIFICACION,10320,10320
1001230002,1001230002,0,SIN MODIFICACION,10320,10320
1001230003,1001230003,1,PARTICION,10320,10320
1001230004,1001230004,0,SIN MODIFICACION,10320,10320
1001230003,1001230005,1,PARTICION,10320,10320
1001230007,1001230007,0,SIN MODIFICACION,10320,10320
1001230008,1001230008,0,SIN MODIFICACION,10320,10320
1001230010,1001230010,0,SIN MODIFICACION,10320,10320
1001230011,1001230011,0,SIN MODIFICACION,10320,10320
1001230009,1001230009,0,SIN MODIFICACION,10320,10320
1001230005,1001230800,0,SIN MODIFICACION,10320,10320
1001230006,1001230801,0,SIN MODIFICACION,10320,10320
1001233006,1001233006,0,SIN MODIFICACION,10320,10320
1001233007,1001233007,0,SIN MODIFICACION,10320,10320
1001233008,1001233008,0,SIN MODIFICACION,10320,10320
1001233009,1001233009,0,SIN MODIFICACION,10320,10320
1001233010,1001233010,0,SIN MODIFICACION,10320,10320
1001233013,1001233013,0,SIN MODIFICACION,10320,10320
1001233014,1001233014,0,SIN MODIFICACION,10320,10320
1001233015,1001233015,0,SIN MODIFICACION,10320,10320
1001233016,1001233016,0,SIN MODIFICACION,10320,10320
1001233021,1001233021,0,SIN MODIFICACION,10320,10320
1001233022,1001233022,0,SIN MODIFICACION,10320,10320
1001233025,1001233025,0,SIN MODIFICACION,10320,10320
1001233026,1001233026,0,SIN MODIFICACION,10320,10320
